Formulas,Material_IDs,Formation Energy (eV/atom),Band Gap (eV),energy_above_hull,Structure
K2NaAsF6,mp-1111108,-2.787983251337931,4.4981,0.0,"# generated using pymatgen
data_K2NaAsF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.13220537
_cell_length_b   6.13220537
_cell_length_c   6.13220537
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2NaAsF6
_chemical_formula_sum   'K2 Na1 As1 F6'
_cell_volume   163.05535838
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.25000000  0.25000000  0.25000000  1
  K  K1  1  0.75000000  0.75000000  0.75000000  1
  Na  Na2  1  0.50000000  0.50000000  0.50000000  1
  As  As3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.23838700  0.23838700  0.76161300  1
  F  F5  1  0.23838700  0.76161300  0.76161300  1
  F  F6  1  0.76161300  0.76161300  0.23838700  1
  F  F7  1  0.23838700  0.76161300  0.23838700  1
  F  F8  1  0.76161300  0.23838700  0.76161300  1
  F  F9  1  0.76161300  0.23838700  0.23838700  1
"
Na3TaF6,mp-1111519,-2.765995334840002,0.0,0.333256153500002,"# generated using pymatgen
data_Na3TaF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.06973956
_cell_length_b   6.06973956
_cell_length_c   6.06973956
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na3TaF6
_chemical_formula_sum   'Na3 Ta1 F6'
_cell_volume   158.12304596
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.25000000  0.25000000  0.25000000  1
  Na  Na1  1  0.75000000  0.75000000  0.75000000  1
  Na  Na2  1  0.50000000  0.50000000  0.50000000  1
  Ta  Ta3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.23984400  0.23984400  0.76015600  1
  F  F5  1  0.23984400  0.76015600  0.76015600  1
  F  F6  1  0.76015600  0.76015600  0.23984400  1
  F  F7  1  0.23984400  0.76015600  0.23984400  1
  F  F8  1  0.76015600  0.23984400  0.76015600  1
  F  F9  1  0.76015600  0.23984400  0.23984400  1
"
Na2AlHgF6,mp-1111253,-2.7762692238749933,0.0,0.271685871124997,"# generated using pymatgen
data_Na2AlHgF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.10647800
_cell_length_b   6.10647800
_cell_length_c   6.10647800
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2AlHgF6
_chemical_formula_sum   'Na2 Al1 Hg1 F6'
_cell_volume   161.01168377
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.75000000  0.75000000  0.75000000  1
  Na  Na1  1  0.25000000  0.25000000  0.25000000  1
  Al  Al2  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.78834700  0.21165300  0.21165300  1
  F  F5  1  0.21165300  0.21165300  0.78834700  1
  F  F6  1  0.21165300  0.78834700  0.78834700  1
  F  F7  1  0.21165300  0.78834700  0.21165300  1
  F  F8  1  0.78834700  0.21165300  0.78834700  1
  F  F9  1  0.78834700  0.78834700  0.21165300  1
"
Cs2NbTlF6,mp-1111976,-2.742581756333334,0.0,0.129743742666665,"# generated using pymatgen
data_Cs2NbTlF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.80943406
_cell_length_b   6.80943406
_cell_length_c   6.80943406
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2NbTlF6
_chemical_formula_sum   'Cs2 Nb1 Tl1 F6'
_cell_volume   223.26366943
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.75000000  0.75000000  0.75000000  1
  Cs  Cs1  1  0.25000000  0.25000000  0.25000000  1
  Nb  Nb2  1  0.00000000  0.00000000  0.00000000  1
  Tl  Tl3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.78065800  0.21934200  0.21934200  1
  F  F5  1  0.21934200  0.21934200  0.78065800  1
  F  F6  1  0.21934200  0.78065800  0.78065800  1
  F  F7  1  0.21934200  0.78065800  0.21934200  1
  F  F8  1  0.78065800  0.21934200  0.78065800  1
  F  F9  1  0.78065800  0.78065800  0.21934200  1
"
Cs2NaAsF6,mp-1112596,-2.7859535898189662,4.557799999999999,0.0,"# generated using pymatgen
data_Cs2NaAsF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.39493796
_cell_length_b   6.39493796
_cell_length_c   6.39493796
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2NaAsF6
_chemical_formula_sum   'Cs2 Na1 As1 F6'
_cell_volume   184.92431122
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.75000000  0.75000000  0.75000000  1
  Cs  Cs1  1  0.25000000  0.25000000  0.25000000  1
  Na  Na2  1  0.50000000  0.50000000  0.50000000  1
  As  As3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.76836400  0.23163600  0.23163600  1
  F  F5  1  0.23163600  0.23163600  0.76836400  1
  F  F6  1  0.23163600  0.76836400  0.76836400  1
  F  F7  1  0.23163600  0.76836400  0.23163600  1
  F  F8  1  0.76836400  0.23163600  0.76836400  1
  F  F9  1  0.76836400  0.76836400  0.23163600  1
"
Cs2TlInF6,mp-989537,-2.787644960931035,3.9896,0.0,"# generated using pymatgen
data_Cs2TlInF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.81811167
_cell_length_b   6.81811167
_cell_length_c   6.81811167
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2TlInF6
_chemical_formula_sum   'Cs2 Tl1 In1 F6'
_cell_volume   224.11830698
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.75000000  0.75000000  0.75000000  1
  Cs  Cs1  1  0.25000000  0.25000000  0.25000000  1
  Tl  Tl2  1  0.00000000  0.00000000  0.00000000  1
  In  In3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.71965700  0.28034300  0.28034300  1
  F  F5  1  0.28034300  0.28034300  0.71965700  1
  F  F6  1  0.28034300  0.71965700  0.71965700  1
  F  F7  1  0.28034300  0.71965700  0.28034300  1
  F  F8  1  0.71965700  0.28034300  0.71965700  1
  F  F9  1  0.71965700  0.71965700  0.28034300  1
"
Li2AlCuF6,mp-1111683,-2.7895916756666663,0.079399999999999,0.318729440499999,"# generated using pymatgen
data_Li2AlCuF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.62073241
_cell_length_b   5.62073241
_cell_length_c   5.62073241
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2AlCuF6
_chemical_formula_sum   'Li2 Al1 Cu1 F6'
_cell_volume   125.56359212
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75000000  0.75000000  0.75000000  1
  Li  Li1  1  0.25000000  0.25000000  0.25000000  1
  Al  Al2  1  0.00000000  0.00000000  0.00000000  1
  Cu  Cu3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.77195600  0.22804400  0.22804400  1
  F  F5  1  0.22804400  0.22804400  0.77195600  1
  F  F6  1  0.22804400  0.77195600  0.77195600  1
  F  F7  1  0.22804400  0.77195600  0.22804400  1
  F  F8  1  0.77195600  0.22804400  0.77195600  1
  F  F9  1  0.77195600  0.77195600  0.22804400  1
"
Li3NbF6,"mp-1211885, mp-1110578",-2.750740539599998,0.0,0.366658335066665,"# generated using pymatgen
data_Li3NbF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.72140178
_cell_length_b   5.72140178
_cell_length_c   5.72140178
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3NbF6
_chemical_formula_sum   'Li3 Nb1 F6'
_cell_volume   132.43181877
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.75000000  0.75000000  0.75000000  1
  Li  Li1  1  0.25000000  0.25000000  0.25000000  1
  Li  Li2  1  0.50000000  0.50000000  0.50000000  1
  Nb  Nb3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.74282400  0.25717600  0.25717600  1
  F  F5  1  0.25717600  0.25717600  0.74282400  1
  F  F6  1  0.25717600  0.74282400  0.74282400  1
  F  F7  1  0.25717600  0.74282400  0.25717600  1
  F  F8  1  0.74282400  0.25717600  0.74282400  1
  F  F9  1  0.74282400  0.74282400  0.25717600  1
"
KRb2AsF6,mp-1113892,-2.781942948975,4.5539000000000005,0.0,"# generated using pymatgen
data_KRb2AsF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.53557019
_cell_length_b   6.53557019
_cell_length_c   6.53557019
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KRb2AsF6
_chemical_formula_sum   'K1 Rb2 As1 F6'
_cell_volume   197.39468360
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.50000000  0.50000000  0.50000000  1
  Rb  Rb1  1  0.75000000  0.75000000  0.75000000  1
  Rb  Rb2  1  0.25000000  0.25000000  0.25000000  1
  As  As3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.77572900  0.22427100  0.22427100  1
  F  F5  1  0.22427100  0.22427100  0.77572900  1
  F  F6  1  0.22427100  0.77572900  0.77572900  1
  F  F7  1  0.22427100  0.77572900  0.22427100  1
  F  F8  1  0.77572900  0.22427100  0.77572900  1
  F  F9  1  0.77572900  0.77572900  0.22427100  1
"
Li3InF6,mp-1110579,-2.779155728500001,4.8656,0.256732369499999,"# generated using pymatgen
data_Li3InF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.72366594
_cell_length_b   5.72366594
_cell_length_c   5.72366594
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li3InF6
_chemical_formula_sum   'Li3 In1 F6'
_cell_volume   132.58910451
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.25000000  0.25000000  0.25000000  1
  Li  Li1  1  0.75000000  0.75000000  0.75000000  1
  Li  Li2  1  0.50000000  0.50000000  0.50000000  1
  In  In3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.25610700  0.25610700  0.74389300  1
  F  F5  1  0.25610700  0.74389300  0.74389300  1
  F  F6  1  0.74389300  0.74389300  0.25610700  1
  F  F7  1  0.25610700  0.74389300  0.25610700  1
  F  F8  1  0.74389300  0.25610700  0.74389300  1
  F  F9  1  0.74389300  0.25610700  0.25610700  1
"
Cs2RbAsF6,mp-1111968,-2.779772439431034,4.5627,0.0,"# generated using pymatgen
data_Cs2RbAsF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.78112009
_cell_length_b   6.78112009
_cell_length_c   6.78112009
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cs2RbAsF6
_chemical_formula_sum   'Cs2 Rb1 As1 F6'
_cell_volume   220.49020891
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.75000000  0.75000000  0.75000000  1
  Cs  Cs1  1  0.25000000  0.25000000  0.25000000  1
  Rb  Rb2  1  0.50000000  0.50000000  0.50000000  1
  As  As3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.78293400  0.21706600  0.21706600  1
  F  F5  1  0.21706600  0.21706600  0.78293400  1
  F  F6  1  0.21706600  0.78293400  0.78293400  1
  F  F7  1  0.21706600  0.78293400  0.21706600  1
  F  F8  1  0.78293400  0.21706600  0.78293400  1
  F  F9  1  0.78293400  0.78293400  0.21706600  1
"
Rb2NbHgF6,mp-1113939,-2.78203362675,0.0,0.129837916749997,"# generated using pymatgen
data_Rb2NbHgF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.02508466
_cell_length_b   7.02508466
_cell_length_c   7.02508466
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb2NbHgF6
_chemical_formula_sum   'Rb2 Nb1 Hg1 F6'
_cell_volume   245.15439801
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.75000000  0.75000000  0.75000000  1
  Rb  Rb1  1  0.25000000  0.25000000  0.25000000  1
  Nb  Nb2  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.79761800  0.20238200  0.20238200  1
  F  F5  1  0.20238200  0.20238200  0.79761800  1
  F  F6  1  0.20238200  0.79761800  0.79761800  1
  F  F7  1  0.20238200  0.79761800  0.20238200  1
  F  F8  1  0.79761800  0.20238200  0.79761800  1
  F  F9  1  0.79761800  0.79761800  0.20238200  1
"
K2TaHgF6,mp-1112194,-2.771948624433334,0.0,0.268179705803335,"# generated using pymatgen
data_K2TaHgF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.99508777
_cell_length_b   6.99508777
_cell_length_c   6.99508777
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2TaHgF6
_chemical_formula_sum   'K2 Ta1 Hg1 F6'
_cell_volume   242.02738433
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.75000000  0.75000000  0.75000000  1
  K  K1  1  0.25000000  0.25000000  0.25000000  1
  Ta  Ta2  1  0.00000000  0.00000000  0.00000000  1
  Hg  Hg3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.79867500  0.20132500  0.20132500  1
  F  F5  1  0.20132500  0.20132500  0.79867500  1
  F  F6  1  0.20132500  0.79867500  0.79867500  1
  F  F7  1  0.20132500  0.79867500  0.20132500  1
  F  F8  1  0.79867500  0.20132500  0.79867500  1
  F  F9  1  0.79867500  0.79867500  0.20132500  1
"
KNa2NbF6,mp-1111009,-2.768514966000862,0.0,0.3011415565,"# generated using pymatgen
data_KNa2NbF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.47515923
_cell_length_b   6.47515923
_cell_length_c   6.47515923
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNa2NbF6
_chemical_formula_sum   'K1 Na2 Nb1 F6'
_cell_volume   191.97132378
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.50000000  0.50000000  0.50000000  1
  Na  Na1  1  0.75000000  0.75000000  0.75000000  1
  Na  Na2  1  0.25000000  0.25000000  0.25000000  1
  Nb  Nb3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.77290400  0.22709600  0.22709600  1
  F  F5  1  0.22709600  0.22709600  0.77290400  1
  F  F6  1  0.22709600  0.77290400  0.77290400  1
  F  F7  1  0.22709600  0.77290400  0.22709600  1
  F  F8  1  0.77290400  0.22709600  0.77290400  1
  F  F9  1  0.77290400  0.77290400  0.22709600  1
"
Na2LiBiF6,mp-1110905,-2.715125210666667,4.3529,0.158474525999999,"# generated using pymatgen
data_Na2LiBiF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.04216946
_cell_length_b   6.04216946
_cell_length_c   6.04216946
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na2LiBiF6
_chemical_formula_sum   'Na2 Li1 Bi1 F6'
_cell_volume   155.97812915
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.75000000  0.75000000  0.75000000  1
  Na  Na1  1  0.25000000  0.25000000  0.25000000  1
  Li  Li2  1  0.50000000  0.50000000  0.50000000  1
  Bi  Bi3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.73708800  0.26291200  0.26291200  1
  F  F5  1  0.26291200  0.26291200  0.73708800  1
  F  F6  1  0.26291200  0.73708800  0.73708800  1
  F  F7  1  0.26291200  0.73708800  0.26291200  1
  F  F8  1  0.73708800  0.26291200  0.73708800  1
  F  F9  1  0.73708800  0.73708800  0.26291200  1
"
Li2AlAgF6,mp-1111366,-2.7560736267222232,2.0864,0.308726878500001,"# generated using pymatgen
data_Li2AlAgF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.89561875
_cell_length_b   5.89561875
_cell_length_c   5.89561875
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2AlAgF6
_chemical_formula_sum   'Li2 Al1 Ag1 F6'
_cell_volume   144.90159872
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.25000000  0.25000000  0.25000000  1
  Li  Li1  1  0.75000000  0.75000000  0.75000000  1
  Al  Al2  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.21766600  0.21766600  0.78233400  1
  F  F5  1  0.21766600  0.78233400  0.78233400  1
  F  F6  1  0.78233400  0.78233400  0.21766600  1
  F  F7  1  0.21766600  0.78233400  0.21766600  1
  F  F8  1  0.78233400  0.21766600  0.78233400  1
  F  F9  1  0.78233400  0.21766600  0.21766600  1
"
K2LiCoF6,mp-1111150,-2.7391939207833342,0.0,0.0,"# generated using pymatgen
data_K2LiCoF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.69320378
_cell_length_b   5.69320378
_cell_length_c   5.69320378
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K2LiCoF6
_chemical_formula_sum   'K2 Li1 Co1 F6'
_cell_volume   130.48337742
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.25000000  0.25000000  0.25000000  1
  K  K1  1  0.75000000  0.75000000  0.75000000  1
  Li  Li2  1  0.50000000  0.50000000  0.50000000  1
  Co  Co3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.75890900  0.24109100  0.24109100  1
  F  F5  1  0.24109100  0.75890900  0.75890900  1
  F  F6  1  0.24109100  0.75890900  0.24109100  1
  F  F7  1  0.75890900  0.24109100  0.75890900  1
  F  F8  1  0.24109100  0.24109100  0.75890900  1
  F  F9  1  0.75890900  0.75890900  0.24109100  1
"
KNa2TaF6,mp-1111004,-2.752109649734196,0.0,0.399844166756667,"# generated using pymatgen
data_KNa2TaF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.51933360
_cell_length_b   6.51933360
_cell_length_c   6.51933360
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNa2TaF6
_chemical_formula_sum   'K1 Na2 Ta1 F6'
_cell_volume   195.92714830
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.50000000  0.50000000  0.50000000  1
  Na  Na1  1  0.75000000  0.75000000  0.75000000  1
  Na  Na2  1  0.25000000  0.25000000  0.25000000  1
  Ta  Ta3  1  0.00000000  0.00000000  0.00000000  1
  F  F4  1  0.78032600  0.21967400  0.21967400  1
  F  F5  1  0.21967400  0.21967400  0.78032600  1
  F  F6  1  0.21967400  0.78032600  0.78032600  1
  F  F7  1  0.21967400  0.78032600  0.21967400  1
  F  F8  1  0.78032600  0.21967400  0.78032600  1
  F  F9  1  0.78032600  0.78032600  0.21967400  1
"
Rb2TlInF6,mp-989532,-2.7585047335,3.6593,0.0,"# generated using pymatgen
data_Rb2TlInF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.73519068
_cell_length_b   6.73519068
_cell_length_c   6.73519068
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb2TlInF6
_chemical_formula_sum   'Rb2 Tl1 In1 F6'
_cell_volume   216.04025844
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.75000000  0.75000000  0.75000000  1
  Rb  Rb1  1  0.25000000  0.25000000  0.25000000  1
  Tl  Tl2  1  0.00000000  0.00000000  0.00000000  1
  In  In3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.72158700  0.27841300  0.27841300  1
  F  F5  1  0.27841300  0.27841400  0.72158700  1
  F  F6  1  0.27841300  0.72158700  0.72158600  1
  F  F7  1  0.27841300  0.72158600  0.27841400  1
  F  F8  1  0.72158700  0.27841300  0.72158600  1
  F  F9  1  0.72158700  0.72158700  0.27841300  1
"
